"Tester","TesterConfig","PackageSize","Initial_LoadBoard","Optimizer_LoadBoard","N_Lots","SUM_QTY","ChangeOver","SUM_PPH","Hours","PKGTYPE","PIN","CAP_PER_DAY","WIP_POST_WB","WIP_FT1","WIP_FT2","POST_WB_QUEUE","TEST_QUEUE_FT1","TEST_QUEUE_FT2","TOTAL_WIP"
"CLFTEA10","ETS-1M-64","3X3","6514600A                                     ","6505771B","19","245029","1","16860","14.53","STD  ","DRB          ","214168.48","0","209599","0","0","0.98","0","0.98"
"CLFTEA10","ETS-1M-64","3.5X3.5","6514600A                                     ","6487925B","1","15089","2","11551","1.31","STD  ","RGY          ","70186.31","0","926032","0","0","13.19","0","13.19"
"CLFTEA11","ETS-2-64","4X4","6525585A                                     ","6525585A","14","130678","0","27286","4.79","STD  ","RGE300LLF    ","65424.56","0","798143","0","0","12.2","0","12.2"
"CLFTEA12","ETS-2-64","3.5X3.5","6487925B                                     ","6487925B","12","120924","0","13963","8.66","STD  ","RHL          ","60093.14","0","116742","0","0","1.94","0","1.94"
"CLFTEA13","ETS-1M-64","3X3","6517950B                                     ","6505620C","16","207271","1","5424","38.21","STD  ","DRC          ","263519.07","0","221083","0","0","0.84","0","0.84"
"CLFTEA13","ETS-1M-64","3X3","6517950B                                     ","6511094C","2","27559","2","3881","7.1","STD  ","DRB          ","93149.41","0","294796","0","0","3.16","0","3.16"
"CLFTEA13","ETS-1M-64","3.5X3.5","6517950B                                     ","6487925B","1","6688","3","11551","0.58","STD  ","RGY          ","70186.31","0","926032","0","0","13.19","0","13.19"
"CLFTEA14","ETS-2-64","3.5X3.5","6541231B                                     ","6541231B","10","147346","0","3155","46.7","STD  ","RGR300       ","75720.65","0","234336","0","0","3.09","0","3.09"
"CLFTEA15","ETS-S-64","3X3","6510697B                                     ","6511094C","14","184472","1","3881","47.53","STD  ","DRB          ","93149.41","0","294796","0","0","3.16","0","3.16"
"CLFTEA17","ETS-0-64","3X3","","6529253A","14","103266","1","2163","47.74","STD  ","RTE300       ","51885.01","0","541109","0","0","10.43","0","10.43"
"CLFTEA18","ETS-2-64","5X5","6487839B                                     ","6487839B","8","63259","0","5415","11.68","STD  ","RTV          ","32326.34","0","123700","0","0","3.83","0","3.83"
"CLFTEA19","ETS-2-64","4X4","6526546B                                     ","6526546B","14","126272","0","5268","23.97","STD  ","RUY          ","56325.78","0","201042","0","0","3.57","0","3.57"
"CLFTEA20","ETS-S-64","3X3","6524552C                                     ","6513992A","11","179887","1","38389","4.69","STD  ","RGTLLF       ","90189.61","0","49822","0","0","0.55","0","0.55"
"CLFTEA22","ETS-0-64","3X3","6529571A                                     ","6529571A","4","47571","0","2696","17.65","STD  ","DRB          ","64709.09","0","61377","0","0","0.95","0","0.95"
"CLFTEA22","ETS-0-64","2.5X2.5","6529571A                                     ","6497193A","4","59072","1","16816","3.51","STRIP","DSKST        ","200081.96","0","45411","0","0","0.23","0","0.23"
"CLFTEA22","ETS-0-64","3.5X3.5","6529571A                                     ","6487925B","4","60052","2","11551","5.2","STD  ","RHL          ","63256.04","0","116742","0","0","1.85","0","1.85"
"CLFTEA23","ETS-2-64","6X5","6570740A                                     ","6570740A","21","60286","0","4772","12.63","CLIP ","DQPCLIP      ","37685.85","0","3485","0","0","0.09","0","0.09"
"CLFTEA23","ETS-2-64","4X3","6570740A                                     ","6568858D","1","500","1","1331","0.38","STD  ","RVC300       ","31944.65","0","500","0","0","0.02","0","0.02"
"CLFTEA23","ETS-2-64","4X4","6570740A                                     ","6560309A","2","17647","2","2278","7.75","STD  ","RGE          ","54660.07","0","17647","0","0","0.32","0","0.32"
"CLFTEA24","ETM-2-64","3X3","6571495A                                     ","6513992A","12","193388","1","28576","6.77","STD  ","RGTLLF       ","96798.51","0","49822","0","0","0.51","0","0.51"
"CLFTEA25","ETS-2-64","4X4","6525585A                                     ","6525585A","13","126129","0","27286","4.62","STD  ","RGE300LLF    ","65523.87","0","1049866","0","0","16.02","0","16.02"
"CLFTEA25","ETS-2-64","4.5X3.5","6525585A                                     ","6545456B","1","3950","1","10221","0.39","CLIP ","RVECLIP      ","76914.84","0","67446","0","0","0.88","0","0.88"
"CLFTEA26","ETS-2-64","6X6","6518648B                                     ","6518648B","7","32174","0","1022","31.48","STD  ","RHA300       ","24524.04","0","37348","0","0","1.52","0","1.52"
"CLFTEA26","ETS-2-64","4.5X3.5","6518648B                                     ","6543758C","6","45910","1","8888","5.17","CLIP ","RVECLIP      ","77038.32","0","835985","0","0","10.85","0","10.85"
"CLFTEA27","ETS-2-64","3X3","6512302B                                     ","6512302B","1","9723","0","6112","1.59","STD  ","DRB300       ","30575.96","0","9723","0","0","0.32","0","0.32"
"CLFTEA27","ETS-2-64","7X5","6512302B                                     ","6514558B","32","106657","1","10592","10.07","STD  ","RGFMCM300    ","64342.68","0","59484","0","0","0.92","0","0.92"
"CLFTEA29","ETS-2-64","4X4","6541533C                                     ","6541533C","14","124189","0","9589","12.95","STD  ","RSM300       ","62669.77","0","174624","0","0","2.79","0","2.79"
"CLFTEA3","ETS-0-64","3X3","6512302B                                     ","6512302B","10","99256","0","6112","16.24","STD  ","DRBST300     ","129727.29","0","2294","0","0","0.02","0","0.02"
"CLFTEA3","ETS-0-64","2.5X2.5","6512302B                                     ","6506370A","1","15042","1","18969","0.79","STD  ","DSKST300     ","455253.33","0","15042","0","0","0.03","0","0.03"
"CLFTEA3","ETS-0-64","3.5X3.5","6512302B                                     ","6487925B","1","15080","2","11551","1.31","STD  ","RGY          ","70186.31","0","926032","0","0","13.19","0","13.19"
"CLFTEA30","ETS-2-64","7X5","6514558B                                     ","6514558B","39","128151","0","10592","12.1","STD  ","RGFMCM300    ","64289.37","0","59484","0","0","0.93","0","0.93"
"CLFTEA31","ETS-2-64","3.5X3.5","6512615D                                     ","6512615D","12","157621","0","20294","7.77","STD  ","RGR300       ","82519.81","0","42017","0","0","0.51","0","0.51"
"CLFTEA32","ETS-2-128","3X3","","6542741A","18","210291","1","13223","15.9","STRIP","RGTST        ","86957.31","0","11407","0","0","0.13","0","0.13"
"CLFTEA33","ETS-2-64","5X5","6518677A                                     ","6518677A","11","79530","0","2286","34.79","STD  ","RSB          ","56242.44","0","87421","0","0","1.55","0","1.55"
"CLFTEA33","ETS-2-64","5X5","6518677A                                     ","6568521A","6","45407","1","10530","4.31","STD  ","RHB300       ","86352.66","0","79750","0","0","0.92","0","0.92"
"CLFTEA34","ETS-2-64","6X5","6569094B                                     ","6514494A","20","130922","1","19215","6.81","CLIP ","DQPCLIP      ","64957.11","0","9964","0","0","0.15","0","0.15"
"CLFTEA35","ETS-2-64","3X3","6524040A                                     ","6524040A","13","156794","0","6487","24.17","STD  ","RTE300       ","97133.16","0","184510","0","0","1.9","0","1.9"
"CLFTEA36","ETS-2-64","7X7","6570774A                                     ","6570774A","12","57957","0","2362","24.54","STD  ","RSH          ","27493.58","0","93420","0","0","3.4","0","3.4"
"CLFTEA37","ETS-2-128","2X2","6506370A                                     ","6506370A","8","152213","0","11114","13.7","STRIP","DSGST        ","282624","0","177022","0","0","0.63","0","0.63"
"CLFTEA37","ETS-2-128","4.5X3.5","6506370A                                     ","6543758C","13","99820","1","8888","11.23","CLIP ","RVECLIP      ","77038.32","0","835985","0","0","10.85","0","10.85"
"CLFTEA38","ETS-2-64","4X4","6525585A                                     ","6525585A","13","129826","0","27286","4.76","STD  ","RGE300LLF    ","65523.87","0","1049866","0","0","16.02","0","16.02"
"CLFTEA39","ETS-2-64","7X5","6522503A                                     ","6522503A","18","58954","0","13879","4.25","CLIP ","RVFCLIP      ","69141.57","0","10964","0","0","0.16","0","0.16"
"CLFTEA39","ETS-2-64","4.5X3.5","6522503A                                     ","6578688B","9","58061","1","8704","6.67","STD  ","DPC          ","102680.01","0","57571","0","0","0.56","0","0.56"
"CLFTEA39","ETS-2-64","4X4","6522503A                                     ","6526489A","2","18199","2","2278","7.99","STD  ","DPR          ","70186.31","0","27592","0","0","0.39","0","0.39"
"CLFTEA39","ETS-2-64","6X6","6522503A                                     ","6524552C","1","5165","3","2339","2.21","STD  ","RSL          ","27500.72","0","7885","0","0","0.29","0","0.29"
"CLFTEA40","ETM-4-128","4X4","6556725A                                     ","6556725A","5","49856","0","1336","37.32","STD  ","RGE300LLF    ","32052.94","0","117666","0","0","3.67","0","3.67"
"CLFTEA40","ETM-4-128","8X8","6556725A                                     ","6569094B","1","670","1","147","4.56","STD  ","RTQ          ","3532.27","0","5868","0","0","1.66","0","1.66"
"CLFTEA40","ETM-4-128","4X4","6556725A                                     ","6529675B","2","15945","2","6468","2.47","STD  ","RGV          ","77608.91","0","313922","0","0","4.04","0","4.04"
"CLFTEA41","ETS-2-64","3X3","6516230D                                     ","6516230D","4","52151","0","2500","20.86","STD  ","DRCLLF       ","99263.5","0","461284","0","0","4.65","0","4.65"
"CLFTEA41","ETS-2-64","6X5","6516230D                                     ","6514494A","3","16436","1","19215","0.86","CLIP ","DQPCLIP      ","65257.12","0","9770","0","0","0.15","0","0.15"
"CLFTEA42","ETS-2-64","4X4","6512615D                                     ","6508600B","1","8317","1","5168","1.61","STD  ","RTJ          ","62012.88","0","8317","0","0","0.13","0","0.13"
"CLFTEA42","ETS-2-64","3X3","6512615D                                     ","6527607B","17","168591","2","12551","13.43","STD  ","RGT300       ","104537.39","0","346321","0","0","3.31","0","3.31"
"CLFTEA43","ETS-2-64","5X5","6471369E                                     ","6471369E","9","58214","0","1250","46.57","STD  ","RGW          ","40960.82","0","254138","0","0","6.2","0","6.2"
"CLFTEA44","ETS-2M-64","3X3","6515677C                                     ","6542741A","16","211225","1","13223","15.97","STRIP","RGTST        ","86961.25","0","11420","0","0","0.13","0","0.13"
"CLFTEA45","ETS-2-64","4X4","6525585A                                     ","6525585A","17","129237","0","27286","4.74","STD  ","RGELLF       ","65480.25","0","22253","0","0","0.34","0","0.34"
"CLFTEA46","ETM-4-64","4X4","6546767B                                     ","6546767B","49","359765","0","58490","6.15","STRIP","RGPST        ","192272.83","0","27319","0","0","0.14","0","0.14"
"CLFTEA46","ETM-4-64","3X3","6546767B                                     ","6513992A","1","8453","1","28576","0.3","STD  ","RGTLLF       ","97378.14","0","19914","0","0","0.2","0","0.2"
"CLFTEA47","ETS-2-64","4X4","6571495A                                     ","6571495A","18","120104","0","15171","7.92","STD  ","RUY300       ","60959.67","0","17738","0","0","0.29","0","0.29"
"CLFTEA48","ETS-2-64","5X5","6569544C                                     ","6569544C","4","27499","0","1196","22.99","STD  ","RSB300       ","14354.6","0","46419","0","0","3.23","0","3.23"
"CLFTEA49","ETS-2-64","7X7","6570774A                                     ","6570774A","12","57395","0","2362","24.3","STD  ","RSH          ","27334.16","0","93420","0","0","3.42","0","3.42"
"CLFTEA5","ETS-0-64","5X5","6555551A                                     ","6555551A","16","104368","0","2190","47.66","STD  ","RGW300       ","57886.7","0","308645","0","0","5.33","0","5.33"
"CLFTEA50","ETS-2-64","4.5X3.5","6545456B                                     ","6545456B","25","153348","0","10221","15","CLIP ","RVECLIP      ","79278.14","0","118450","0","0","1.49","0","1.49"
"CLFTEA51","ETS-2-64","5X5","6487839B                                     ","6487839B","9","63179","0","5415","11.67","STD  ","RTV          ","32934.95","0","123700","0","0","3.76","0","3.76"
"CLFTEA51","ETS-2-64","4X4","6487839B                                     ","6525585A","1","5624","1","27286","0.21","STD  ","RGELLF       ","65932.75","0","154456","0","0","2.34","0","2.34"
"CLFTEA52","ETM-5-128","4X4","6579768C                                     ","6579768C","26","200152","0","10871","18.41","STD  ","RTWST300     ","100084.71","0","159817","0","0","1.6","0","1.6"
"CLFTEA53","ETM-5-128","4X4","6579768C                                     ","6579768C","22","197947","0","10871","18.21","STD  ","RTWST300     ","99872.85","0","159817","0","0","1.6","0","1.6"
"CLFTEA54","ETM-5-128","4X4","6579768C                                     ","6579768C","23","200398","0","10871","18.43","STD  ","RTWST300     ","100064.44","0","159817","0","0","1.6","0","1.6"
"CLFTEA56","ETS-2Q-64","3X3","6570774A                                     ","6529253A","7","96217","1","2163","44.48","STD  ","RTE300       ","51885.01","0","541109","0","0","10.43","0","10.43"
"CLFTEA56","ETS-2Q-64","2X2","6570774A                                     ","6547137A","1","12413","2","4622","2.69","STRIP","DSGST        ","110939.55","0","127319","0","0","1.15","0","1.15"
"CLFTEA57","ETS-2-64","4.5X3.5","6515677C                                     ","6543758C","18","140009","1","8888","15.75","CLIP ","RVECLIP      ","77038.32","0","835985","0","0","10.85","0","10.85"
"CLFTEA58","ETS-2-128","3X3","6569306A                                     ","6569306A","8","115822","0","19395","5.97","STD  ","RTE300       ","77042.75","0","115275","0","0","1.5","0","1.5"
"CLFTEA58","ETS-2-128","4.5X3.5","6569306A                                     ","6544140B","4","24671","1","5564","4.43","STD  ","DPC          ","66883.85","0","4939","0","0","0.07","0","0.07"
"CLFTEA58","ETS-2-128","7X5","6569306A                                     ","6514558B","1","3693","2","10592","0.35","STD  ","RGFMCM       ","64701.18","0","147643","0","0","2.28","0","2.28"
"CLFTEA59","ETS-2-64","3X3","6554905A                                     ","6554905A","24","303185","0","43936","6.9","STRIP","DRCST        ","242369.61","0","13822","0","0","0.06","0","0.06"
"CLFTEA59","ETS-2-64","3X3","6554905A                                     ","6542741A","5","64633","1","13223","4.89","STRIP","RGTST        ","86925.76","0","504775","0","0","5.81","0","5.81"
"CLFTEA59","ETS-2-64","5X5","6554905A                                     ","6568521A","1","5855","2","10530","0.56","STD  ","RHB300       ","86352.66","0","79750","0","0","0.92","0","0.92"
"CLFTEA6","ETM-2-64","4X4","6506727A                                     ","6556725A","7","57853","1","1336","43.3","STD  ","RGE300LLF    ","32052.94","0","117666","0","0","3.67","0","3.67"
"CLFTEA6","ETM-2-64","3X3","6506727A                                     ","6513992A","1","16888","2","28576","0.59","STD  ","RGTLLF       ","97378.14","0","208717","0","0","2.14","0","2.14"
"CLFTEA60","ETS-2-64","3X3","6554905A                                     ","6554905A","7","87721","0","43936","2","STRIP","DRCST        ","244760.99","0","83308","0","0","0.34","0","0.34"
"CLFTEA60","ETS-2-64","4X4","6554905A                                     ","6541533C","9","88092","1","9589","9.19","STD  ","RSM300       ","58556.74","0","174624","0","0","2.98","0","2.98"
"CLFTEA60","ETS-2-64","5X5","6554905A                                     ","6568521A","1","5886","2","10530","0.56","STD  ","RHB300       ","86352.66","0","79750","0","0","0.92","0","0.92"
"CLFTEA61","ETS-2-64","4.5X3.5","6543758C                                     ","6543758C","19","139782","0","8888","15.73","CLIP ","RVECLIP      ","75591.53","0","835985","0","0","11.06","0","11.06"
"CLFTEA62","ETS-2-64","5X5","6568521A                                     ","6568521A","25","165397","0","10530","15.71","STD  ","RHB300       ","86173.16","0","79750","0","0","0.93","0","0.93"
"CLFTEA63","ETS-2-64","5.5X3.5","6555639A                                     ","6555639A","13","74278","0","3198","23.23","STD  ","RHR300       ","39116.12","0","195609","0","0","5","0","5"
"CLFTEA63","ETS-2-64","3X3","6555639A                                     ","6527607B","1","6905","1","12551","0.55","STD  ","RGT300       ","111920.85","0","125840","0","0","1.12","0","1.12"
"CLFTEA64","ETS-2-64","6X5","6514494A                                     ","6514494A","25","128955","0","19215","6.71","CLIP ","DQPCLIP      ","64811.92","0","19653","0","0","0.3","0","0.3"
"CLFTEA65","ETS-2-64","6X6","6527607B                                     ","6524552C","12","55027","1","2339","23.53","STD  ","RSL300       ","28537.44","0","57475","0","0","2.01","0","2.01"
"CLFTEA66","ETS-2-64","3X3","6569306A                                     ","6569306A","11","149891","0","19395","7.73","STD  ","RTE300       ","80112.84","0","115275","0","0","1.44","0","1.44"
"CLFTEA66","ETS-2-64","4X4","6569306A                                     ","6571495A","1","7387","1","15171","0.49","STD  ","RUY300       ","61544.65","0","891126","0","0","14.48","0","14.48"
"CLFTEA67","ETS-2-64","3X3","6516230D                                     ","6516230D","4","59882","0","2500","23.95","STD  ","DRCLLF       ","99263.5","0","461284","0","0","4.65","0","4.65"
"CLFTEA68","ETS-2-64","4X4","6525585A                                     ","6525585A","15","127800","0","27286","4.68","STD  ","RGE300LLF    ","65530.19","0","28317","0","0","0.43","0","0.43"
"CLFTEA69","ETS-2-64","4X4","6525585A                                     ","6525585A","18","130569","0","27286","4.79","STD  ","RGELLF       ","65411.67","0","154456","0","0","2.36","0","2.36"
"CLFTEA7","ETS-2-128","4X4","6526024A                                     ","6510697B","16","131007","1","10909","12.01","STD  ","RGELLF       ","67633.53","0","24782","0","0","0.37","0","0.37"
"CLFTEA70","ETS-2-64","3X3","6529253A                                     ","6529253A","7","96190","0","2163","44.47","STD  ","RTE300       ","51885.01","0","541109","0","0","10.43","0","10.43"
"CLFTEA70","ETS-2-64","5X5","6529253A                                     ","6513476C","1","3951","1","1338","2.95","STD  ","RHB          ","32102.4","0","33341","0","0","1.04","0","1.04"
"CLFTEA71","ETS-1-64","3.5X3.5","6487925B                                     ","6487925B","12","112688","0","11551","9.76","STD  ","RHL          ","65809.48","0","116742","0","0","1.77","0","1.77"
"CLFTEA72","ETS-2-64","3X3","6523514A                                     ","6523514A","13","171969","0","3669","46.87","STD  ","DRC          ","88046.09","0","185773","0","0","2.11","0","2.11"
"CLFTEA73","ETS-2-64","2X2","6576907B                                     ","6576907B","17","382930","0","15850","24.16","STRIP","DSGST        ","187882.68","0","72600","0","0","0.39","0","0.39"
"CLFTEA74","ETS-2-64","6X6","6479550B                                     ","6479550B","7","25851","0","1329","19.45","STD  ","RHH          ","31898.79","0","25851","0","0","0.81","0","0.81"
"CLFTEA74","ETS-2-64","4X4","6479550B                                     ","6571495A","8","72353","1","15171","4.77","STD  ","RUY300       ","60960.86","0","891126","0","0","14.62","0","14.62"
"CLFTEA75","ETS-2-64","4.5X3.5","6543758C                                     ","6543758C","27","140214","0","8888","15.78","CLIP ","RVECLIP      ","76868.64","0","835985","0","0","10.88","0","10.88"
"CLFTEA76","ETS-2-64","3X3","6547181A                                     ","6547181A","8","93197","0","6845","13.62","STD  ","DRC          ","57214.55","0","12659","0","0","0.22","0","0.22"
"CLFTEA76","ETS-2-64","4X4","6547181A                                     ","6541533C","1","10057","1","9589","1.05","STD  ","RSM300       ","51011.7","0","88667","0","0","1.74","0","1.74"
"CLFTEA77","ETS-2-64","3.5X3.5","6487925B                                     ","6487925B","13","133337","0","13963","9.55","STD  ","RHL          ","67092.34","0","737120","0","0","10.99","0","10.99"
"CLFTEA78","ETS-2-64","4X4","6578526A                                     ","6578526A","12","97182","0","6196","15.68","STD  ","RSN300       ","74048.07","0","5026","0","0","0.07","0","0.07"
"CLFTEA78","ETS-2-64","3X2","6578526A                                     ","6552808A","1","14584","1","4021","3.63","STRIP","DSSST        ","99019.37","0","14584","0","0","0.15","0","0.15"
"CLFTEA78","ETS-2-64","4X4","6578526A                                     ","6571495A","3","29943","2","15171","1.97","STD  ","RUY300       ","61544.65","0","891126","0","0","14.48","0","14.48"
"CLFTEA79","ETS-2M-64","2X2","","6576907B","15","372407","1","15850","23.5","STRIP","DSGST        ","187884.97","0","72600","0","0","0.39","0","0.39"
"CLFTEA80","ETS-2-64","5X5","6487839B                                     ","6487839B","9","62900","0","5415","11.62","STD  ","RTV          ","32934.95","0","123700","0","0","3.76","0","3.76"
"CLFTEA80","ETS-2-64","4X4","6487839B                                     ","6525585A","1","5007","1","27286","0.18","STD  ","RGELLF       ","65932.75","0","154456","0","0","2.34","0","2.34"
"CLFTEA81","ETS-2-64","3X3","6547181A                                     ","6547181A","5","68665","0","6845","10.03","STD  ","DRC          ","57511.58","0","149207","0","0","2.59","0","2.59"
"CLFTEA81","ETS-2-64","4X4","6547181A                                     ","6571495A","4","37491","1","15171","2.47","STD  ","RUY300       ","60621.91","0","891126","0","0","14.7","0","14.7"
"CLFTEA83","ETS-2-64","4X4","6525585A                                     ","6525585A","14","130842","0","27286","4.8","STD  ","RGE300LLF    ","65441.78","0","28317","0","0","0.43","0","0.43"
"CLFTEA84","ETS-2-64","4X4","6525585A                                     ","6525585A","14","130707","0","27286","4.79","STD  ","RGE300LLF    ","65407.35","0","28317","0","0","0.43","0","0.43"
"CLFTEA85","ETS-2M-64","4.5X3.5","6529675B                                     ","6515575A","5","38984","1","2214","17.61","STD  ","RHL          ","53127.72","0","38984","0","0","0.73","0","0.73"
"CLFTEA85","ETS-2M-64","6X6","6529675B                                     ","6517701E","7","32448","2","2391","13.57","STD  ","RSL300       ","28470.95","0","32638","0","0","1.15","0","1.15"
"CLFTEA85","ETS-2M-64","4X4","6529675B                                     ","6571495A","1","7533","3","15171","0.5","STD  ","RUY300       ","61544.65","0","891126","0","0","14.48","0","14.48"
"CLFTEA86","ETS-2-64","3X3","6569306A                                     ","6569306A","17","139819","0","19395","7.21","STD  ","RTE300       ","78103.61","0","115275","0","0","1.48","0","1.48"
"CLFTEA86","ETS-2-64","3X3","6569306A                                     ","6542741A","1","13816","1","13223","1.04","STRIP","RGTST        ","86925.76","0","504775","0","0","5.81","0","5.81"
"CLFTEA87","ETM-4-64","4X4","6572612A                                     ","6546767B","44","391587","1","58490","6.69","STRIP","RGPST        ","197582.22","0","27319","0","0","0.14","0","0.14"
"CLFTEA88","ETS-2-64","5X5","6487839B                                     ","6487839B","10","65473","0","5415","12.09","STD  ","RTV          ","33654.64","0","123700","0","0","3.68","0","3.68"
"CLFTEA89","ETM-5-128","3X3","6575703A                                     ","6583782A","5","65794","1","10006","6.58","STRIP","RTE300ST     ","179144.71","0","65794","0","0","0.37","0","0.37"
"CLFTEA89","ETM-5-128","4X4","6575703A                                     ","6579768C","17","171120","2","10871","15.74","STD  ","RTWST300     ","100240.07","0","2851231","0","0","28.44","0","28.44"
"CLFTEA9","ETS-0-64","3X3","6484140A                                     ","6484140A","2","22993","0","7093","3.24","STD  ","RGT300LLF    ","88903.75","0","22993","0","0","0.26","0","0.26"
"CLFTEA9","ETS-0-64","3.5X3.5","6484140A                                     ","6487925B","8","116312","1","11551","10.07","STD  ","RGY          ","70186.31","0","926032","0","0","13.19","0","13.19"
"CLFTEA9","ETS-0-64","5X5","6484140A                                     ","6555551A","1","3952","2","2190","1.8","STD  ","RGW300       ","57886.7","0","308645","0","0","5.33","0","5.33"
"CLFTEA92","ETM-5-128","4X4","6579768C                                     ","6579768C","21","200504","0","10871","18.44","STD  ","RTWST300     ","100240.07","0","2851231","0","0","28.44","0","28.44"
"CLFTEA98","ETM-2M-64","3.5X3.5","","6529762A","2","23415","1","1402","16.7","STD  ","RVA          ","16833.86","0","23415","0","0","1.39","0","1.39"
"CLFTEA98","ETM-2M-64","4X4","","6529675B","5","41772","2","6468","6.46","STD  ","RGV          ","77608.91","0","313922","0","0","4.04","0","4.04"
"CLFTEA99","ETS-2-64","4.0X3.5","","6520958B","14","81689","1","1714","47.66","STD  ","RGB300       ","39398.4","0","180148","0","0","4.57","0","4.57"
