Machine_Instance_ID,Machine_Family_ID,Machine_Instance_Name,Lot_ID,Lot_Name,Quantity,Lot_Weight,Device ID,Device_Name,Route_ID,Tooling_Family_ID,Tooling_Family_Name,Certification,Value
23,7,CLFTEA3,669,5970757,13805,1237,111,PS54678RTER-G2,758,256,6529253A,1,1
23,7,CLFTEA3,670,5970758,13804,1237,111,PS54678RTER-G2,758,256,6529253A,1,1
23,7,CLFTEA3,671,5970761,13789,1237,111,PS54678RTER-G2,758,256,6529253A,1,1
23,7,CLFTEA3,674,5970763,13810,1237,111,PS54678RTER-G2,758,256,6529253A,1,1
24,2,CLFTEA30,4,5729950,14162,8836,3,G62130ARGTRS-L,554,143,6513992B,1,1
24,2,CLFTEA30,5,5734270,11305,8701,3,G62130ARGTRS-L,554,143,6513992B,1,1
24,2,CLFTEA30,7,5753070,14591,8084,3,G62130ARGTRS-L,554,143,6513992B,1,1
25,2,CLFTEA31,154,5944195,6863,2016,62,PS51518RUKR-LK,699,231,6526517A,1,1
25,2,CLFTEA31,155,5944194,10606,2016,62,PS51518RUKR-LK,699,231,6526517A,1,1
25,2,CLFTEA31,201,5952248,13767,1776,62,PS51518RUKR-LK,699,231,6526517A,1,1
25,2,CLFTEA31,202,5952246,13810,1776,62,PS51518RUKR-LK,699,231,6526517A,1,1
25,2,CLFTEA31,203,5952247,13812,1776,62,PS51518RUKR-LK,699,231,6526517A,1,1
25,2,CLFTEA31,204,5952249,13807,1776,62,PS51518RUKR-LK,699,231,6526517A,1,1
25,2,CLFTEA31,206,5952245,13810,1776,62,PS51518RUKR-LK,699,231,6526517A,1,1
25,2,CLFTEA31,207,5952250,10873,1776,62,PS51518RUKR-LK,699,231,6526517A,1,1
25,2,CLFTEA31,208,5952251,6895,1776,62,PS51518RUKR-LK,699,231,6526517A,1,1
26,8,CLFTEA32,36,5917909,7789,2825,28,97376Q4M2-LQN&,350,283,6544140B,1,1
26,8,CLFTEA32,38,5917907,7052,2825,28,97376Q4M2-LQN&,350,283,6544140B,1,1
26,8,CLFTEA32,40,5917908,7722,2825,28,97376Q4M2-LQN&,350,283,6544140B,1,1
26,8,CLFTEA32,37,5917918,7006,2825,29,D95375Q4M-LQN&,525,283,6544140B,1,1
26,8,CLFTEA32,39,5917917,7734,2825,29,D95375Q4M-LQN&,525,283,6544140B,1,1
26,8,CLFTEA32,41,5917919,7264,2825,29,D95375Q4M-LQN&,525,283,6544140B,1,1
26,8,CLFTEA32,173,5947532,7524,1970,69,D97395Q4M-LNKE,533,283,6544140B,1,1
26,8,CLFTEA32,174,5963541,3744,1970,69,D97395Q4M-LNKE,533,283,6544140B,1,1
26,8,CLFTEA32,187,5950432,7801,1869,69,D97395Q4M-LNKE,533,283,6544140B,1,1
26,8,CLFTEA32,188,5950427,7572,1869,69,D97395Q4M-LNKE,533,283,6544140B,1,1
26,8,CLFTEA32,189,5967692,4574,1869,69,D97395Q4M-LNKE,533,283,6544140B,1,1
26,8,CLFTEA32,190,5950423,7822,1869,69,D97395Q4M-LNKE,533,283,6544140B,1,1
26,8,CLFTEA32,191,5950430,7615,1869,69,D97395Q4M-LNKE,533,283,6544140B,1,1
26,8,CLFTEA32,192,5950428,7820,1869,69,D97395Q4M-LNKE,533,283,6544140B,1,1
26,8,CLFTEA32,193,5950422,7804,1869,69,D97395Q4M-LNKE,533,283,6544140B,1,1
26,8,CLFTEA32,194,5950421,6454,1869,69,D97395Q4M-LNKE,533,283,6544140B,1,1
26,8,CLFTEA32,195,5950426,7804,1869,69,D97395Q4M-LNKE,533,283,6544140B,1,1
26,8,CLFTEA32,196,5950425,7747,1869,69,D97395Q4M-LNKE,533,283,6544140B,1,1
26,8,CLFTEA32,197,5950431,7861,1869,69,D97395Q4M-LNKE,533,283,6544140B,1,1
26,8,CLFTEA32,198,5950424,7692,1869,69,D97395Q4M-LNKE,533,283,6544140B,1,1
27,2,CLFTEA33,619,5970099,16714,1249,137,PS53312RGTR-LY,708,160,6516394A,1,1
27,2,CLFTEA33,620,5970103,12397,1249,137,PS53312RGTR-LY,708,160,6516394A,1,1
27,2,CLFTEA33,215,5954584,12595,1727,75,PS54326RGTR-LY,748,160,6516394A,1,1
27,2,CLFTEA33,694,5971902,16821,1205,75,PS54326RGTR-LY,748,160,6516394A,1,1
27,2,CLFTEA33,695,5971901,15987,1205,75,PS54326RGTR-LY,748,160,6516394A,1,1
27,2,CLFTEA33,696,5971903,16622,1205,75,PS54326RGTR-LY,748,160,6516394A,1,1
27,2,CLFTEA33,697,5971904,12571,1205,75,PS54326RGTR-LY,748,160,6516394A,1,1
27,2,CLFTEA33,788,5974041,13559,1159,152,S53302RGTR-G2Y,1070,160,6516394A,1,1
27,2,CLFTEA33,232,5956903,15193,1689,80,S53312RGTR-G2Y,1075,160,6516394A,1,1
27,2,CLFTEA33,233,5956901,16827,1689,80,S53312RGTR-G2Y,1075,160,6516394A,1,1
27,2,CLFTEA33,347,5963992,15149,1452,80,S53312RGTR-G2Y,1075,160,6516394A,1,1
27,2,CLFTEA33,348,5963990,16544,1452,80,S53312RGTR-G2Y,1075,160,6516394A,1,1
27,2,CLFTEA33,349,5972425,6908,1452,80,S53312RGTR-G2Y,1075,160,6516394A,1,1
27,2,CLFTEA33,350,5963991,6733,1452,80,S53312RGTR-G2Y,1075,160,6516394A,1,1
27,2,CLFTEA33,351,5963993,9743,1452,80,S53312RGTR-G2Y,1075,160,6516394A,1,1
27,2,CLFTEA33,1360,5983465,8388,878,199,S53511RGTR-G2Y,1086,160,6516394A,1,1
28,2,CLFTEA34,508,5967296,2186,1342,124,7A8300RGWR-G2K,333,342,6555551A,1,1
28,2,CLFTEA34,814,5974083,7883,1146,124,7A8300RGWR-G2K,333,342,6555551A,1,1
28,2,CLFTEA34,815,5974088,7910,1146,124,7A8300RGWR-G2K,333,342,6555551A,1,1
28,2,CLFTEA34,816,5974082,7896,1146,124,7A8300RGWR-G2K,333,342,6555551A,1,1
28,2,CLFTEA34,821,5974080,7913,1146,124,7A8300RGWR-G2K,333,342,6555551A,1,1
28,2,CLFTEA34,822,5974078,7901,1146,124,7A8300RGWR-G2K,333,342,6555551A,1,1
28,2,CLFTEA34,833,5974084,7866,1146,124,7A8300RGWR-G2K,333,342,6555551A,1,1
28,2,CLFTEA34,840,5974087,7900,1146,124,7A8300RGWR-G2K,333,342,6555551A,1,1
28,2,CLFTEA34,841,5974085,7908,1146,124,7A8300RGWR-G2K,333,342,6555551A,1,1
28,2,CLFTEA34,842,5974076,7887,1146,124,7A8300RGWR-G2K,333,342,6555551A,1,1
28,2,CLFTEA34,848,5974086,7902,1146,124,7A8300RGWR-G2K,333,342,6555551A,1,1
28,2,CLFTEA34,853,5974079,7900,1146,124,7A8300RGWR-G2K,333,342,6555551A,1,1
28,2,CLFTEA34,854,5974077,7898,1146,124,7A8300RGWR-G2K,333,342,6555551A,1,1
28,2,CLFTEA34,855,5974075,7887,1146,124,7A8300RGWR-G2K,333,342,6555551A,1,1
28,2,CLFTEA34,856,5974081,7901,1146,124,7A8300RGWR-G2K,333,342,6555551A,1,1
28,2,CLFTEA34,1053,5977746,7909,1033,124,7A8300RGWR-G2K,333,342,6555551A,1,1
28,2,CLFTEA34,1057,5977751,7905,1033,124,7A8300RGWR-G2K,333,342,6555551A,1,1
28,2,CLFTEA34,1058,5977749,7903,1033,124,7A8300RGWR-G2K,333,342,6555551A,1,1
28,2,CLFTEA34,1062,5977750,7908,1033,124,7A8300RGWR-G2K,333,342,6555551A,1,1
29,4,CLFTEA35,519,5975324,17279,1338,125,PS62742DSSR-LK,865,324,6552808A,1,1
29,4,CLFTEA35,520,5975328,8554,1338,125,PS62742DSSR-LK,865,324,6552808A,1,1
29,4,CLFTEA35,521,5975327,9934,1338,125,PS62742DSSR-LK,865,324,6552808A,1,1
29,4,CLFTEA35,524,5975323,17190,1338,125,PS62742DSSR-LK,865,324,6552808A,1,1
29,4,CLFTEA35,525,5975325,17196,1338,125,PS62742DSSR-LK,865,324,6552808A,1,1
29,4,CLFTEA35,526,5975321,17170,1338,125,PS62742DSSR-LK,865,324,6552808A,1,1
29,4,CLFTEA35,171,5954563,14617,1973,68,PS62745DSSR-LK,872,324,6552808A,1,1
29,4,CLFTEA35,172,5954564,14584,1973,68,PS62745DSSR-LK,872,324,6552808A,1,1
29,4,CLFTEA35,253,5964256,17209,1672,86,S62740DSSR1-LK,1232,324,6552808A,1,1
29,4,CLFTEA35,352,5971862,17124,1444,86,S62740DSSR1-LK,1232,324,6552808A,1,1
29,4,CLFTEA35,353,5971865,17276,1444,86,S62740DSSR1-LK,1232,324,6552808A,1,1
29,4,CLFTEA35,585,5977181,17279,1278,132,S627440DSSR-LK,1236,324,6552808A,1,1
29,4,CLFTEA35,586,5977186,8638,1278,132,S627440DSSR-LK,1236,324,6552808A,1,1
29,4,CLFTEA35,591,5977184,17272,1278,132,S627440DSSR-LK,1236,324,6552808A,1,1
29,4,CLFTEA35,592,5977183,17155,1278,132,S627440DSSR-LK,1236,324,6552808A,1,1
29,4,CLFTEA35,955,5982250,17265,1096,132,S627440DSSR-LK,1236,324,6552808A,1,1
29,4,CLFTEA35,956,5982253,17277,1096,132,S627440DSSR-LK,1236,324,6552808A,1,1
29,4,CLFTEA35,957,5982248,17273,1096,132,S627440DSSR-LK,1236,324,6552808A,1,1
29,4,CLFTEA35,958,5982249,17225,1096,132,S627440DSSR-LK,1236,324,6552808A,1,1
29,4,CLFTEA35,959,5982252,17275,1096,132,S627440DSSR-LK,1236,324,6552808A,1,1
29,4,CLFTEA35,960,5982255,8635,1096,132,S627440DSSR-LK,1236,324,6552808A,1,1
29,4,CLFTEA35,961,5982254,17257,1096,132,S627440DSSR-LK,1236,324,6552808A,1,1
29,4,CLFTEA35,962,5982251,17254,1096,132,S627440DSSR-LK,1236,324,6552808A,1,1
29,4,CLFTEA35,1162,5985786,8637,996,132,S627440DSSR-LK,1236,324,6552808A,1,1
30,2,CLFTEA36,1578,5987135,15081,765,211,24735RGRR1-G2K,91,137,6512615D,1,1
30,2,CLFTEA36,1584,5987136,15100,765,211,24735RGRR1-G2K,91,137,6512615D,1,1
30,2,CLFTEA36,1585,5987134,15098,765,211,24735RGRR1-G2K,91,137,6512615D,1,1
30,2,CLFTEA36,633,5970622,15087,1238,139,24737RGRR1-G2K,95,137,6512615D,1,1
30,2,CLFTEA36,642,5970609,15072,1238,139,24737RGRR1-G2K,95,137,6512615D,1,1
30,2,CLFTEA36,646,5970614,15107,1238,139,24737RGRR1-G2K,95,137,6512615D,1,1
30,2,CLFTEA36,648,5970619,14984,1238,139,24737RGRR1-G2K,95,137,6512615D,1,1
30,2,CLFTEA36,651,5970616,15080,1238,139,24737RGRR1-G2K,95,137,6512615D,1,1
30,2,CLFTEA36,658,5970621,15111,1238,139,24737RGRR1-G2K,95,137,6512615D,1,1
30,2,CLFTEA36,803,5973932,14809,1146,139,24737RGRR1-G2K,95,137,6512615D,1,1
30,2,CLFTEA36,805,5973926,14809,1146,139,24737RGRR1-G2K,95,137,6512615D,1,1
30,2,CLFTEA36,850,5973930,15073,1146,139,24737RGRR1-G2K,95,137,6512615D,1,1
30,2,CLFTEA36,857,5973924,15107,1146,139,24737RGRR1-G2K,95,137,6512615D,1,1
30,2,CLFTEA36,859,5973931,15074,1146,139,24737RGRR1-G2K,95,137,6512615D,1,1
30,2,CLFTEA36,1064,5977785,10513,1033,139,24737RGRR1-G2K,95,137,6512615D,1,1
30,2,CLFTEA36,1231,5981038,12986,927,192,Q24735RGRR1-LK,1008,137,6512615D,1,1
31,8,CLFTEA37,132,5938696,6269,2222,50,PS56121BDQPR-C,773,144,6514494A,1,1
31,8,CLFTEA37,134,5940562,5537,2159,52,PS56121DQPR2-C,777,144,6514494A,1,1
31,8,CLFTEA37,272,5959182,6956,1642,93,S56121ADQPR1-C,1149,144,6514494A,1,1
31,8,CLFTEA37,332,5965143,6316,1475,93,S56121ADQPR1-C,1149,144,6514494A,1,1
31,8,CLFTEA37,538,5983788,6984,1323,93,S56121ADQPR1-C,1149,144,6514494A,1,1
31,8,CLFTEA37,593,5988226,4041,1277,93,S56121ADQPR1-C,1149,144,6514494A,1,1
31,8,CLFTEA37,594,5971603,6836,1277,93,S56121ADQPR1-C,1149,144,6514494A,1,1
31,8,CLFTEA37,595,5971598,6850,1277,93,S56121ADQPR1-C,1149,144,6514494A,1,1
31,8,CLFTEA37,596,5971601,6803,1277,93,S56121ADQPR1-C,1149,144,6514494A,1,1
31,8,CLFTEA37,597,5971602,6896,1277,93,S56121ADQPR1-C,1149,144,6514494A,1,1
31,8,CLFTEA37,598,5971599,6353,1277,93,S56121ADQPR1-C,1149,144,6514494A,1,1
31,8,CLFTEA37,599,5971595,6847,1277,93,S56121ADQPR1-C,1149,144,6514494A,1,1
31,8,CLFTEA37,601,5971597,3997,1277,93,S56121ADQPR1-C,1149,144,6514494A,1,1
31,8,CLFTEA37,602,5971596,6852,1277,93,S56121ADQPR1-C,1149,144,6514494A,1,1
31,8,CLFTEA37,680,5973786,6810,1212,93,S56121ADQPR1-C,1149,144,6514494A,1,1
31,8,CLFTEA37,681,5973788,6946,1212,93,S56121ADQPR1-C,1149,144,6514494A,1,1
31,8,CLFTEA37,682,5973796,6644,1212,93,S56121ADQPR1-C,1149,144,6514494A,1,1
31,8,CLFTEA37,683,5973794,3916,1212,93,S56121ADQPR1-C,1149,144,6514494A,1,1
31,8,CLFTEA37,684,5973791,6921,1212,93,S56121ADQPR1-C,1149,144,6514494A,1,1
31,8,CLFTEA37,685,5973792,6898,1212,93,S56121ADQPR1-C,1149,144,6514494A,1,1
31,8,CLFTEA37,686,5973790,6998,1212,93,S56121ADQPR1-C,1149,144,6514494A,1,1
31,8,CLFTEA37,687,5973787,6873,1212,93,S56121ADQPR1-C,1149,144,6514494A,1,1
31,8,CLFTEA37,688,5994996,6914,1212,93,S56121ADQPR1-C,1149,144,6514494A,1,1
31,8,CLFTEA37,689,5994314,5303,1212,93,S56121ADQPR1-C,1149,144,6514494A,1,1
31,8,CLFTEA37,690,5973793,6968,1212,93,S56121ADQPR1-C,1149,144,6514494A,1,1
31,8,CLFTEA37,691,5973789,4284,1212,93,S56121ADQPR1-C,1149,144,6514494A,1,1
31,8,CLFTEA37,928,5977310,6828,1109,93,S56121ADQPR1-C,1149,144,6514494A,1,1
31,8,CLFTEA37,932,5977311,6894,1109,93,S56121ADQPR1-C,1149,144,6514494A,1,1
31,8,CLFTEA37,933,5998859,6589,1109,93,S56121ADQPR1-C,1149,144,6514494A,1,1
32,2,CLFTEA38,127,5944100,17887,2274,47,PS63031DSKR-CK,887,84,6497193A,1,1
33,2,CLFTEA39,1038,5991879,7901,1039,175,PS65261RHBR-G2,930,361,6568521A,1,1
33,2,CLFTEA39,1478,5985003,7885,830,175,PS65261RHBR-G2,930,361,6568521A,1,1
33,2,CLFTEA39,1481,5984746,7882,830,175,PS65261RHBR-G2,930,361,6568521A,1,1
33,2,CLFTEA39,1487,5984751,6830,830,175,PS65261RHBR-G2,930,361,6568521A,1,1
33,2,CLFTEA39,1489,5984750,7906,830,175,PS65261RHBR-G2,930,361,6568521A,1,1
33,2,CLFTEA39,1490,5984749,7910,830,175,PS65261RHBR-G2,930,361,6568521A,1,1
33,2,CLFTEA39,1492,5984999,7881,830,175,PS65261RHBR-G2,930,361,6568521A,1,1
33,2,CLFTEA39,1496,5985006,3927,830,175,PS65261RHBR-G2,930,361,6568521A,1,1
33,2,CLFTEA39,1499,5984748,7912,830,175,PS65261RHBR-G2,930,361,6568521A,1,1
33,2,CLFTEA39,1500,5985005,7894,830,175,PS65261RHBR-G2,930,361,6568521A,1,1
33,2,CLFTEA39,1501,5984747,7909,830,175,PS65261RHBR-G2,930,361,6568521A,1,1
33,2,CLFTEA39,1212,5980988,3954,936,190,S652611RHBR-G2,1248,361,6568521A,1,1
33,2,CLFTEA39,1213,5980985,7915,936,190,S652611RHBR-G2,1248,361,6568521A,1,1
34,9,CLFTEA4,30,5859724,5508,3158,25,001DRBR1-G2QN#,4,133,6512302B,1,1
34,9,CLFTEA4,31,5859727,6115,3158,25,001DRBR1-G2QN#,4,133,6512302B,1,1
34,9,CLFTEA4,655,5970714,13705,1238,140,A8001DRBR2-G2K,404,133,6512302B,1,1
34,9,CLFTEA4,801,5974003,13803,1146,140,A8001DRBR2-G2K,404,133,6512302B,1,1
34,9,CLFTEA4,824,5974000,13813,1146,140,A8001DRBR2-G2K,404,133,6512302B,1,1
34,9,CLFTEA4,831,5974005,13785,1146,140,A8001DRBR2-G2K,404,133,6512302B,1,1
34,9,CLFTEA4,832,5974001,13736,1146,140,A8001DRBR2-G2K,404,133,6512302B,1,1
34,9,CLFTEA4,843,5973996,13767,1146,140,A8001DRBR2-G2K,404,133,6512302B,1,1
34,9,CLFTEA4,1281,5981561,12651,921,140,A8001DRBR2-G2K,404,133,6512302B,1,1
34,9,CLFTEA4,1484,5984778,13817,830,140,A8001DRBR2-G2K,404,133,6512302B,1,1
34,9,CLFTEA4,1491,5984780,13817,830,140,A8001DRBR2-G2K,404,133,6512302B,1,1
34,9,CLFTEA4,1494,5984779,13804,830,140,A8001DRBR2-G2K,404,133,6512302B,1,1
34,9,CLFTEA4,1739,5991788,6907,640,140,A8001DRBR2-G2K,404,133,6512302B,1,1
34,9,CLFTEA4,1741,5991787,12655,640,140,A8001DRBR2-G2K,404,133,6512302B,1,1
35,10,CLFTEA40,246,5964114,9333,1673,84,3210A0RGPR1-G2,160,305,6546767B,1,1
35,10,CLFTEA40,49,5931461,10080,2645,33,CD3211A1RGPR-L,504,305,6546767B,1,1
35,10,CLFTEA40,236,5964117,10071,1673,83,D3211A1RGPR-G2,520,305,6546767B,1,1
35,10,CLFTEA40,237,5964127,5012,1673,83,D3211A1RGPR-G2,520,305,6546767B,1,1
35,10,CLFTEA40,238,5964126,5772,1673,83,D3211A1RGPR-G2,520,305,6546767B,1,1
35,10,CLFTEA40,239,5964119,10071,1673,83,D3211A1RGPR-G2,520,305,6546767B,1,1
35,10,CLFTEA40,240,5964123,10077,1673,83,D3211A1RGPR-G2,520,305,6546767B,1,1
35,10,CLFTEA40,241,5964116,10079,1673,83,D3211A1RGPR-G2,520,305,6546767B,1,1
35,10,CLFTEA40,242,5964120,10078,1673,83,D3211A1RGPR-G2,520,305,6546767B,1,1
35,10,CLFTEA40,243,5964118,10080,1673,83,D3211A1RGPR-G2,520,305,6546767B,1,1
35,10,CLFTEA40,244,5964130,10066,1673,83,D3211A1RGPR-G2,520,305,6546767B,1,1
35,10,CLFTEA40,245,5964129,10078,1673,83,D3211A1RGPR-G2,520,305,6546767B,1,1
35,10,CLFTEA40,247,5964124,10078,1673,83,D3211A1RGPR-G2,520,305,6546767B,1,1
35,10,CLFTEA40,248,5964121,10066,1673,83,D3211A1RGPR-G2,520,305,6546767B,1,1
35,10,CLFTEA40,249,5964131,6830,1673,83,D3211A1RGPR-G2,520,305,6546767B,1,1
35,10,CLFTEA40,250,5964122,10078,1673,83,D3211A1RGPR-G2,520,305,6546767B,1,1
35,10,CLFTEA40,584,5977170,9241,1278,83,D3211A1RGPR-G2,520,305,6546767B,1,1
36,2,CLFTEA41,813,5974067,10065,1146,156,24780SRUYR-G2K,99,385,6571495A,1,1
36,2,CLFTEA41,1208,5980163,10044,960,156,24780SRUYR-G2K,99,385,6571495A,1,1
36,2,CLFTEA41,1209,5980162,10071,960,156,24780SRUYR-G2K,99,385,6571495A,1,1
36,2,CLFTEA41,1210,5980153,10043,960,156,24780SRUYR-G2K,99,385,6571495A,1,1
36,2,CLFTEA41,1211,5980160,10066,960,156,24780SRUYR-G2K,99,385,6571495A,1,1
36,2,CLFTEA41,1246,5981400,10027,926,156,24780SRUYR-G2K,99,385,6571495A,1,1
36,2,CLFTEA41,1247,5981406,7239,926,156,24780SRUYR-G2K,99,385,6571495A,1,1
36,2,CLFTEA41,498,5967286,6236,1342,123,BQ24770RUYR-G2,455,385,6571495A,1,1
36,2,CLFTEA41,1298,5981642,9227,921,194,BQ24777RUYR-G2,459,385,6571495A,1,1
36,2,CLFTEA41,355,5964082,10071,1439,109,SN2850RUYR-G2K,1269,385,6571495A,1,1
36,2,CLFTEA41,365,5964077,10056,1439,109,SN2850RUYR-G2K,1269,385,6571495A,1,1
36,2,CLFTEA41,374,5964088,10075,1439,109,SN2850RUYR-G2K,1269,385,6571495A,1,1
36,2,CLFTEA41,471,5967146,10043,1343,109,SN2850RUYR-G2K,1269,385,6571495A,1,1
36,2,CLFTEA41,473,5967154,10075,1343,109,SN2850RUYR-G2K,1269,385,6571495A,1,1
36,2,CLFTEA41,481,5967147,10029,1343,109,SN2850RUYR-G2K,1269,385,6571495A,1,1
36,2,CLFTEA41,487,5967142,10067,1343,109,SN2850RUYR-G2K,1269,385,6571495A,1,1
36,2,CLFTEA41,649,5970655,10040,1238,109,SN2850RUYR-G2K,1269,385,6571495A,1,1
36,2,CLFTEA41,650,5970648,10063,1238,109,SN2850RUYR-G2K,1269,385,6571495A,1,1
37,2,CLFTEA42,1014,5977226,13774,1044,95,5633ARTER-KDG2,265,365,6569306A,1,1
37,2,CLFTEA42,1015,5977224,7924,1044,95,5633ARTER-KDG2,265,365,6569306A,1,1
37,2,CLFTEA42,1270,5981566,13811,921,95,5633ARTER-KDG2,265,365,6569306A,1,1
37,2,CLFTEA42,373,5963966,13797,1439,67,5633BRTER-KDG2,269,365,6569306A,1,1
37,2,CLFTEA42,469,5967246,13722,1343,67,5633BRTER-KDG2,269,365,6569306A,1,1
37,2,CLFTEA42,664,5970727,13800,1238,67,5633BRTER-KDG2,269,365,6569306A,1,1
37,2,CLFTEA42,1237,5981382,10846,926,67,5633BRTER-KDG2,269,365,6569306A,1,1
37,2,CLFTEA42,1245,5981379,13774,926,67,5633BRTER-KDG2,269,365,6569306A,1,1
37,2,CLFTEA42,1254,5981397,10697,926,67,5633BRTER-KDG2,269,365,6569306A,1,1
37,2,CLFTEA42,1259,5981392,6824,926,67,5633BRTER-KDG2,269,365,6569306A,1,1
37,2,CLFTEA42,1429,5984331,13727,839,67,5633BRTER-KDG2,269,365,6569306A,1,1
37,2,CLFTEA42,1432,5984336,13813,839,67,5633BRTER-KDG2,269,365,6569306A,1,1
37,2,CLFTEA42,1444,5984326,13792,839,67,5633BRTER-KDG2,269,365,6569306A,1,1
37,2,CLFTEA42,1449,5984323,13783,839,67,5633BRTER-KDG2,269,365,6569306A,1,1
37,2,CLFTEA42,1647,5988523,13797,731,67,5633BRTER-KDG2,269,365,6569306A,1,1
37,2,CLFTEA42,1653,5988465,13803,731,54,65633AKRTER-G2,315,365,6569306A,1,1
37,2,CLFTEA42,505,5967260,9112,1342,90,65633BKRTER-G2,319,365,6569306A,1,1
38,2,CLFTEA43,107,5931758,11358,2382,44,S54335ADRCR-G2,1121,382,6570845A,1,1
38,2,CLFTEA43,1726,5991763,11512,640,44,S54335ADRCR-G2,1121,382,6570845A,1,1
38,2,CLFTEA43,1745,5991760,13615,640,44,S54335ADRCR-G2,1121,382,6570845A,1,1
39,2,CLFTEA44,275,5970717,13805,1638,95,5633ARTER-KDG2,265,365,6569306A,1,1
39,2,CLFTEA44,1012,5977227,10841,1044,95,5633ARTER-KDG2,265,365,6569306A,1,1
39,2,CLFTEA44,1292,5981574,13362,921,95,5633ARTER-KDG2,265,365,6569306A,1,1
39,2,CLFTEA44,1299,5981567,13796,921,95,5633ARTER-KDG2,265,365,6569306A,1,1
39,2,CLFTEA44,170,5945272,6899,1983,67,5633BRTER-KDG2,269,365,6569306A,1,1
39,2,CLFTEA44,636,5970728,13759,1238,67,5633BRTER-KDG2,269,365,6569306A,1,1
39,2,CLFTEA44,1244,5981381,13800,926,67,5633BRTER-KDG2,269,365,6569306A,1,1
39,2,CLFTEA44,1258,5981389,13752,926,67,5633BRTER-KDG2,269,365,6569306A,1,1
39,2,CLFTEA44,1435,5984329,13741,839,67,5633BRTER-KDG2,269,365,6569306A,1,1
39,2,CLFTEA44,1638,5988524,13811,731,67,5633BRTER-KDG2,269,365,6569306A,1,1
39,2,CLFTEA44,1641,5988520,13785,731,67,5633BRTER-KDG2,269,365,6569306A,1,1
39,2,CLFTEA44,1727,5991799,13809,640,67,5633BRTER-KDG2,269,365,6569306A,1,1
39,2,CLFTEA44,1736,5991795,13794,640,67,5633BRTER-KDG2,269,365,6569306A,1,1
39,2,CLFTEA44,1742,5991794,13747,640,67,5633BRTER-KDG2,269,365,6569306A,1,1
39,2,CLFTEA44,1639,5988461,13800,731,54,65633AKRTER-G2,315,365,6569306A,1,1
39,2,CLFTEA44,1646,5988471,13732,731,54,65633AKRTER-G2,315,365,6569306A,1,1
41,10,CLFTEA46,574,5924482,15543,1280,130,PS25810RVCR-G2,634,470,6590151A,1,1
41,10,CLFTEA46,575,5924478,15523,1280,130,PS25810RVCR-G2,634,470,6590151A,1,1
41,10,CLFTEA46,576,5924480,15524,1280,130,PS25810RVCR-G2,634,470,6590151A,1,1
41,10,CLFTEA46,577,5924486,15545,1280,130,PS25810RVCR-G2,634,470,6590151A,1,1
41,10,CLFTEA46,578,5924484,15528,1280,130,PS25810RVCR-G2,634,470,6590151A,1,1
41,10,CLFTEA46,579,5924481,15530,1280,130,PS25810RVCR-G2,634,470,6590151A,1,1
41,10,CLFTEA46,580,5924479,15516,1280,130,PS25810RVCR-G2,634,470,6590151A,1,1
41,10,CLFTEA46,624,5925382,11211,1247,130,PS25810RVCR-G2,634,470,6590151A,1,1
41,10,CLFTEA46,625,5925378,15552,1247,130,PS25810RVCR-G2,634,470,6590151A,1,1
41,10,CLFTEA46,791,5928828,11149,1147,130,PS25810RVCR-G2,634,470,6590151A,1,1
